duration_ms,error,operation,output_bytes,peak_rss_bytes,repetition,size,success,target
77.257,,validate,,50794496,12,256,True,
79,,convert,250695,104325120,12,256,True,crewai
99,,convert,76539,108380160,12,256,True,adk
62,,convert,142631,98914304,12,256,True,langgraph
69,,convert,104271,101040128,12,256,True,openai-agents
63,,convert,102600,107540480,12,256,True,microsoft-agent-framework
65,,convert,125159,99090432,12,256,True,strands
64,,convert,88447,102289408,12,256,True,pydantic-ai
64,,convert,166589,98557952,12,256,True,autogen
53,,convert,153661,104185856,12,256,True,semantic-kernel
68,,convert,129409,101584896,12,256,True,haystack
78.92,,validate,,50610176,13,256,True,
67,,convert,250695,100352000,13,256,True,crewai
97,,convert,76539,108912640,13,256,True,adk
58,,convert,142631,99094528,13,256,True,langgraph
64,,convert,104271,100282368,13,256,True,openai-agents
70,,convert,102600,106590208,13,256,True,microsoft-agent-framework
61,,convert,125159,100659200,13,256,True,strands
70,,convert,88447,99258368,13,256,True,pydantic-ai
66,,convert,166589,102019072,13,256,True,autogen
73,,convert,153661,100945920,13,256,True,semantic-kernel
67,,convert,129409,101728256,13,256,True,haystack
79.915,,validate,,50393088,14,256,True,
75,,convert,250695,101937152,14,256,True,crewai
94,,convert,76539,108290048,14,256,True,adk
70,,convert,142631,102023168,14,256,True,langgraph
63,,convert,104271,99954688,14,256,True,openai-agents
69,,convert,102600,105910272,14,256,True,microsoft-agent-framework
70,,convert,125159,101785600,14,256,True,strands
67,,convert,88447,99020800,14,256,True,pydantic-ai
67,,convert,166589,103063552,14,256,True,autogen
66,,convert,153661,102334464,14,256,True,semantic-kernel
67,,convert,129409,100958208,14,256,True,haystack
89.258,,validate,,50311168,15,256,True,
72,,convert,250695,103350272,15,256,True,crewai
84,,convert,76539,108376064,15,256,True,adk
78,,convert,142631,101625856,15,256,True,langgraph
61,,convert,104271,97636352,15,256,True,openai-agents
67,,convert,102600,107560960,15,256,True,microsoft-agent-framework
66,,convert,125159,99106816,15,256,True,strands
69,,convert,88447,101031936,15,256,True,pydantic-ai
60,,convert,166589,102354944,15,256,True,autogen
73,,convert,153661,103354368,15,256,True,semantic-kernel
59,,convert,129409,100425728,15,256,True,haystack
95.182,,validate,,50139136,16,256,True,
77,,convert,250695,100962304,16,256,True,crewai
91,,convert,76539,106954752,16,256,True,adk
63,,convert,142631,98877440,16,256,True,langgraph
71,,convert,104271,100605952,16,256,True,openai-agents
61,,convert,102600,100438016,16,256,True,microsoft-agent-framework
63,,convert,125159,100462592,16,256,True,strands
62,,convert,88447,101736448,16,256,True,pydantic-ai
56,,convert,166589,99430400,16,256,True,autogen
70,,convert,153661,102232064,16,256,True,semantic-kernel
81,,convert,129409,100581376,16,256,True,haystack
88.795,,validate,,50532352,17,256,True,
79,,convert,250695,101175296,17,256,True,crewai
87,,convert,76539,107847680,17,256,True,adk
61,,convert,142631,99508224,17,256,True,langgraph
72,,convert,104271,101953536,17,256,True,openai-agents
65,,convert,102600,107679744,17,256,True,microsoft-agent-framework
77,,convert,125159,101564416,17,256,True,strands
59,,convert,88447,101875712,17,256,True,pydantic-ai
71,,convert,166589,101273600,17,256,True,autogen
65,,convert,153661,101273600,17,256,True,semantic-kernel
65,,convert,129409,101400576,17,256,True,haystack
84.661,,validate,,50245632,18,256,True,
61,,convert,250695,101969920,18,256,True,crewai
91,,convert,76539,107773952,18,256,True,adk
74,,convert,142631,102305792,18,256,True,langgraph
72,,convert,104271,100651008,18,256,True,openai-agents
70,,convert,102600,108384256,18,256,True,microsoft-agent-framework
68,,convert,125159,102096896,18,256,True,strands
73,,convert,88447,102031360,18,256,True,pydantic-ai
61,,convert,166589,98197504,18,256,True,autogen
65,,convert,153661,100311040,18,256,True,semantic-kernel
63,,convert,129409,100855808,18,256,True,haystack
84.634,,validate,,50642944,19,256,True,
76,,convert,250695,100564992,19,256,True,crewai
99,,convert,76539,108859392,19,256,True,adk
70,,convert,142631,98320384,19,256,True,langgraph
67,,convert,104271,101879808,19,256,True,openai-agents
61,,convert,102600,100986880,19,256,True,microsoft-agent-framework
80,,convert,125159,100806656,19,256,True,strands
71,,convert,88447,100679680,19,256,True,pydantic-ai
60,,convert,166589,98394112,19,256,True,autogen
68,,convert,153661,101732352,19,256,True,semantic-kernel
67,,convert,129409,98009088,19,256,True,haystack
78.823,,validate,,50425856,20,256,True,
80,,convert,250695,101249024,20,256,True,crewai
91,,convert,76539,109019136,20,256,True,adk
64,,convert,142631,102940672,20,256,True,langgraph
70,,convert,104271,101535744,20,256,True,openai-agents
71,,convert,102600,105820160,20,256,True,microsoft-agent-framework
70,,convert,125159,101879808,20,256,True,strands
54,,convert,88447,101462016,20,256,True,pydantic-ai
65,,convert,166589,99713024,20,256,True,autogen
61,,convert,153661,100077568,20,256,True,semantic-kernel
74,,convert,129409,100319232,20,256,True,haystack
97.283,,validate,,50581504,21,256,True,
70,,convert,250695,102305792,21,256,True,crewai
98,,convert,76539,108744704,21,256,True,adk
68,,convert,142631,102035456,21,256,True,langgraph
69,,convert,104271,100503552,21,256,True,openai-agents
59,,convert,102600,100155392,21,256,True,microsoft-agent-framework
67,,convert,125159,100831232,21,256,True,strands
66,,convert,88447,102936576,21,256,True,pydantic-ai
69,,convert,166589,102633472,21,256,True,autogen
76,,convert,153661,103387136,21,256,True,semantic-kernel
65,,convert,129409,100081664,21,256,True,haystack
96.304,,validate,,50876416,22,256,True,
72,,convert,250695,103141376,22,256,True,crewai
89,,convert,76539,108904448,22,256,True,adk
75,,convert,142631,102776832,22,256,True,langgraph
64,,convert,104271,99708928,22,256,True,openai-agents
74,,convert,102600,100802560,22,256,True,microsoft-agent-framework
56,,convert,125159,100646912,22,256,True,strands
64,,convert,88447,102219776,22,256,True,pydantic-ai
66,,convert,166589,99565568,22,256,True,autogen
75,,convert,153661,102596608,22,256,True,semantic-kernel
71,,convert,129409,97619968,22,256,True,haystack
93.162,,validate,,50790400,23,256,True,
76,,convert,250695,102916096,23,256,True,crewai
75,,convert,76539,108134400,23,256,True,adk
76,,convert,142631,101957632,23,256,True,langgraph
65,,convert,104271,102330368,23,256,True,openai-agents
69,,convert,102600,108658688,23,256,True,microsoft-agent-framework
77,,convert,125159,100581376,23,256,True,strands
62,,convert,88447,102633472,23,256,True,pydantic-ai
58,,convert,166589,100532224,23,256,True,autogen
63,,convert,153661,103636992,23,256,True,semantic-kernel
75,,convert,129409,99733504,23,256,True,haystack
83.555,,validate,,50917376,24,256,True,
77,,convert,250695,103849984,24,256,True,crewai
84,,convert,76539,108257280,24,256,True,adk
69,,convert,142631,99598336,24,256,True,langgraph
74,,convert,104271,100958208,24,256,True,openai-agents
63,,convert,102600,101228544,24,256,True,microsoft-agent-framework
76,,convert,125159,102334464,24,256,True,strands
59,,convert,88447,102649856,24,256,True,pydantic-ai
60,,convert,166589,102985728,24,256,True,autogen
66,,convert,153661,104394752,24,256,True,semantic-kernel
64,,convert,129409,101924864,24,256,True,haystack
99.287,,validate,,51101696,25,256,True,
77,,convert,250695,101023744,25,256,True,crewai
87,,convert,76539,108318720,25,256,True,adk
69,,convert,142631,103354368,25,256,True,langgraph
56,,convert,104271,101916672,25,256,True,openai-agents
58,,convert,102600,101568512,25,256,True,microsoft-agent-framework
59,,convert,125159,99426304,25,256,True,strands
59,,convert,88447,100818944,25,256,True,pydantic-ai
62,,convert,166589,102600704,25,256,True,autogen
70,,convert,153661,102600704,25,256,True,semantic-kernel
70,,convert,129409,101027840,25,256,True,haystack
78.685,,validate,,50814976,26,256,True,
79,,convert,250695,102178816,26,256,True,crewai
90,,convert,76539,107798528,26,256,True,adk
79,,convert,142631,98603008,26,256,True,langgraph
61,,convert,104271,99643392,26,256,True,openai-agents
71,,convert,102600,107593728,26,256,True,microsoft-agent-framework
72,,convert,125159,101695488,26,256,True,strands
71,,convert,88447,98324480,26,256,True,pydantic-ai
58,,convert,166589,102965248,26,256,True,autogen
62,,convert,153661,99008512,26,256,True,semantic-kernel
62,,convert,129409,101036032,26,256,True,haystack
78.487,,validate,,50601984,27,256,True,
79,,convert,250695,101965824,27,256,True,crewai
76,,convert,76539,108691456,27,256,True,adk
65,,convert,142631,100810752,27,256,True,langgraph
53,,convert,104271,100593664,27,256,True,openai-agents
63,,convert,102600,99536896,27,256,True,microsoft-agent-framework
59,,convert,125159,98537472,27,256,True,strands
65,,convert,88447,98795520,27,256,True,pydantic-ai
69,,convert,166589,97951744,27,256,True,autogen
70,,convert,153661,103481344,27,256,True,semantic-kernel
77,,convert,129409,101371904,27,256,True,haystack
83.02,,validate,,50216960,28,256,True,
81,,convert,250695,101220352,28,256,True,crewai
92,,convert,76539,109146112,28,256,True,adk
70,,convert,142631,101756928,28,256,True,langgraph
72,,convert,104271,101228544,28,256,True,openai-agents
69,,convert,102600,106840064,28,256,True,microsoft-agent-framework
74,,convert,125159,100929536,28,256,True,strands
73,,convert,88447,102121472,28,256,True,pydantic-ai
65,,convert,166589,99946496,28,256,True,autogen
61,,convert,153661,103297024,28,256,True,semantic-kernel
56,,convert,129409,100814848,28,256,True,haystack
78.902,,validate,,50401280,29,256,True,
74,,convert,250695,103206912,29,256,True,crewai
95,,convert,76539,108711936,29,256,True,adk
54,,convert,142631,99819520,29,256,True,langgraph
62,,convert,104271,102023168,29,256,True,openai-agents
71,,convert,102600,105472000,29,256,True,microsoft-agent-framework
63,,convert,125159,99717120,29,256,True,strands
68,,convert,88447,100204544,29,256,True,pydantic-ai
71,,convert,166589,99360768,29,256,True,autogen
67,,convert,153661,103784448,29,256,True,semantic-kernel
70,,convert,129409,100405248,29,256,True,haystack
88.094,,validate,,50327552,30,256,True,
70,,convert,250695,102592512,30,256,True,crewai
97,,convert,76539,107495424,30,256,True,adk
68,,convert,142631,102629376,30,256,True,langgraph
60,,convert,104271,98856960,30,256,True,openai-agents
55,,convert,102600,107712512,30,256,True,microsoft-agent-framework
62,,convert,125159,98988032,30,256,True,strands
74,,convert,88447,99115008,30,256,True,pydantic-ai
67,,convert,166589,100868096,30,256,True,autogen
75,,convert,153661,102182912,30,256,True,semantic-kernel
79,,convert,129409,102731776,30,256,True,haystack
