duration_ms,error,operation,output_bytes,peak_rss_bytes,repetition,size,success,target
0.667,,validate,,37404672,1,1,True,
46,,convert,1374,83542016,1,1,True,crewai
50,,convert,1383,83722240,1,1,True,adk
49,,convert,1430,82640896,1,1,True,langgraph
52,,convert,810,83001344,1,1,True,openai-agents
47,,convert,2964,83361792,1,1,True,microsoft-agent-framework
45,,convert,2318,79577088,1,1,True,strands
48,,convert,796,83361792,1,1,True,pydantic-ai
43,,convert,1418,83181568,1,1,True,autogen
47,,convert,1348,83361792,1,1,True,semantic-kernel
43,,convert,1213,83181568,1,1,True,haystack
0.764,,validate,,37765120,2,1,True,
47,,convert,1374,83181568,2,1,True,crewai
51,,convert,1383,83361792,2,1,True,adk
47,,convert,1430,81137664,2,1,True,langgraph
40,,convert,810,82640896,2,1,True,openai-agents
47,,convert,2964,83542016,2,1,True,microsoft-agent-framework
47,,convert,2318,80658432,2,1,True,strands
39,,convert,796,82640896,2,1,True,pydantic-ai
48,,convert,1418,83361792,2,1,True,autogen
53,,convert,1348,83001344,2,1,True,semantic-kernel
40,,convert,1213,83181568,2,1,True,haystack
0.745,,validate,,37765120,3,1,True,
54,,convert,1374,83722240,3,1,True,crewai
41,,convert,1383,83533824,3,1,True,adk
48,,convert,1430,83722240,3,1,True,langgraph
46,,convert,810,83542016,3,1,True,openai-agents
45,,convert,2964,83181568,3,1,True,microsoft-agent-framework
49,,convert,2318,83542016,3,1,True,strands
44,,convert,796,80658432,3,1,True,pydantic-ai
46,,convert,1418,82280448,3,1,True,autogen
48,,convert,1348,83177472,3,1,True,semantic-kernel
45,,convert,1213,84262912,3,1,True,haystack
0.732,,validate,,37765120,4,1,True,
40,,convert,1374,82100224,4,1,True,crewai
42,,convert,1383,84443136,4,1,True,adk
40,,convert,1430,83181568,4,1,True,langgraph
50,,convert,810,81559552,4,1,True,openai-agents
46,,convert,2964,82821120,4,1,True,microsoft-agent-framework
50,,convert,2318,83542016,4,1,True,strands
54,,convert,796,84262912,4,1,True,pydantic-ai
47,,convert,1418,83542016,4,1,True,autogen
45,,convert,1348,83181568,4,1,True,semantic-kernel
46,,convert,1213,83361792,4,1,True,haystack
0.612,,validate,,37765120,5,1,True,
40,,convert,1374,77377536,5,1,True,crewai
50,,convert,1383,83181568,5,1,True,adk
48,,convert,1430,84262912,5,1,True,langgraph
47,,convert,810,81379328,5,1,True,openai-agents
50,,convert,2964,83001344,5,1,True,microsoft-agent-framework
51,,convert,2318,83542016,5,1,True,strands
52,,convert,796,81920000,5,1,True,pydantic-ai
50,,convert,1418,83361792,5,1,True,autogen
51,,convert,1348,81920000,5,1,True,semantic-kernel
46,,convert,1213,83722240,5,1,True,haystack
0.895,,validate,,37765120,6,1,True,
48,,convert,1374,81920000,6,1,True,crewai
49,,convert,1383,83722240,6,1,True,adk
53,,convert,1430,83181568,6,1,True,langgraph
44,,convert,810,83542016,6,1,True,openai-agents
50,,convert,2964,83181568,6,1,True,microsoft-agent-framework
47,,convert,2318,81379328,6,1,True,strands
47,,convert,796,83542016,6,1,True,pydantic-ai
52,,convert,1418,84082688,6,1,True,autogen
41,,convert,1348,83001344,6,1,True,semantic-kernel
49,,convert,1213,83542016,6,1,True,haystack
0.737,,validate,,37765120,7,1,True,
46,,convert,1374,83902464,7,1,True,crewai
44,,convert,1383,83173376,7,1,True,adk
48,,convert,1430,76152832,7,1,True,langgraph
46,,convert,810,83181568,7,1,True,openai-agents
45,,convert,2964,81199104,7,1,True,microsoft-agent-framework
50,,convert,2318,82100224,7,1,True,strands
45,,convert,796,84082688,7,1,True,pydantic-ai
55,,convert,1418,83542016,7,1,True,autogen
46,,convert,1348,83542016,7,1,True,semantic-kernel
40,,convert,1213,82460672,7,1,True,haystack
1.022,,validate,,37765120,8,1,True,
46,,convert,1374,83181568,8,1,True,crewai
50,,convert,1383,83542016,8,1,True,adk
43,,convert,1430,84262912,8,1,True,langgraph
47,,convert,810,83542016,8,1,True,openai-agents
48,,convert,2964,83361792,8,1,True,microsoft-agent-framework
48,,convert,2318,83181568,8,1,True,strands
49,,convert,796,83361792,8,1,True,pydantic-ai
55,,convert,1418,84262912,8,1,True,autogen
46,,convert,1348,83722240,8,1,True,semantic-kernel
49,,convert,1213,84262912,8,1,True,haystack
0.823,,validate,,37765120,9,1,True,
48,,convert,1374,83542016,9,1,True,crewai
45,,convert,1383,84082688,9,1,True,adk
48,,convert,1430,82280448,9,1,True,langgraph
48,,convert,810,81379328,9,1,True,openai-agents
46,,convert,2964,82460672,9,1,True,microsoft-agent-framework
46,,convert,2318,81739776,9,1,True,strands
44,,convert,796,81920000,9,1,True,pydantic-ai
43,,convert,1418,83542016,9,1,True,autogen
46,,convert,1348,83722240,9,1,True,semantic-kernel
56,,convert,1213,82821120,9,1,True,haystack
0.924,,validate,,37765120,10,1,True,
46,,convert,1374,80297984,10,1,True,crewai
52,,convert,1383,81551360,10,1,True,adk
48,,convert,1430,83361792,10,1,True,langgraph
43,,convert,810,84082688,10,1,True,openai-agents
51,,convert,2964,82821120,10,1,True,microsoft-agent-framework
50,,convert,2318,83361792,10,1,True,strands
46,,convert,796,84262912,10,1,True,pydantic-ai
46,,convert,1418,84262912,10,1,True,autogen
45,,convert,1348,83722240,10,1,True,semantic-kernel
49,,convert,1213,80117760,10,1,True,haystack
0.652,,validate,,37765120,11,1,True,
43,,convert,1374,81379328,11,1,True,crewai
54,,convert,1383,82821120,11,1,True,adk
45,,convert,1430,81739776,11,1,True,langgraph
48,,convert,810,83542016,11,1,True,openai-agents
45,,convert,2964,83361792,11,1,True,microsoft-agent-framework
39,,convert,2318,83181568,11,1,True,strands
44,,convert,796,83001344,11,1,True,pydantic-ai
45,,convert,1418,82280448,11,1,True,autogen
47,,convert,1348,81920000,11,1,True,semantic-kernel
50,,convert,1213,83001344,11,1,True,haystack
0.632,,validate,,37765120,12,1,True,
50,,convert,1374,83722240,12,1,True,crewai
53,,convert,1383,83902464,12,1,True,adk
48,,convert,1430,82640896,12,1,True,langgraph
48,,convert,810,83722240,12,1,True,openai-agents
49,,convert,2964,84082688,12,1,True,microsoft-agent-framework
47,,convert,2318,83361792,12,1,True,strands
48,,convert,796,77090816,12,1,True,pydantic-ai
48,,convert,1418,82460672,12,1,True,autogen
46,,convert,1348,83001344,12,1,True,semantic-kernel
45,,convert,1213,77119488,12,1,True,haystack
0.81,,validate,,37765120,13,1,True,
44,,convert,1374,81559552,13,1,True,crewai
47,,convert,1383,80838656,13,1,True,adk
38,,convert,1430,83001344,13,1,True,langgraph
47,,convert,810,83542016,13,1,True,openai-agents
46,,convert,2964,83902464,13,1,True,microsoft-agent-framework
47,,convert,2318,83361792,13,1,True,strands
51,,convert,796,83181568,13,1,True,pydantic-ai
46,,convert,1418,83181568,13,1,True,autogen
41,,convert,1348,81567744,13,1,True,semantic-kernel
52,,convert,1213,77099008,13,1,True,haystack
0.637,,validate,,37765120,14,1,True,
48,,convert,1374,83902464,14,1,True,crewai
56,,convert,1383,83722240,14,1,True,adk
49,,convert,1430,83722240,14,1,True,langgraph
53,,convert,810,83542016,14,1,True,openai-agents
49,,convert,2964,83181568,14,1,True,microsoft-agent-framework
50,,convert,2318,83902464,14,1,True,strands
52,,convert,796,83361792,14,1,True,pydantic-ai
50,,convert,1418,83542016,14,1,True,autogen
48,,convert,1348,83722240,14,1,True,semantic-kernel
49,,convert,1213,81920000,14,1,True,haystack
0.744,,validate,,37945344,15,1,True,
48,,convert,1374,84082688,15,1,True,crewai
47,,convert,1383,83181568,15,1,True,adk
45,,convert,1430,83177472,15,1,True,langgraph
52,,convert,810,84443136,15,1,True,openai-agents
48,,convert,2964,83361792,15,1,True,microsoft-agent-framework
48,,convert,2318,83542016,15,1,True,strands
40,,convert,796,83361792,15,1,True,pydantic-ai
45,,convert,1418,84443136,15,1,True,autogen
53,,convert,1348,83361792,15,1,True,semantic-kernel
44,,convert,1213,80297984,15,1,True,haystack
0.695,,validate,,37945344,16,1,True,
49,,convert,1374,83533824,16,1,True,crewai
52,,convert,1383,83542016,16,1,True,adk
59,,convert,1430,83361792,16,1,True,langgraph
50,,convert,810,82460672,16,1,True,openai-agents
50,,convert,2964,83902464,16,1,True,microsoft-agent-framework
42,,convert,2318,83361792,16,1,True,strands
48,,convert,796,83361792,16,1,True,pydantic-ai
44,,convert,1418,83722240,16,1,True,autogen
53,,convert,1348,83902464,16,1,True,semantic-kernel
44,,convert,1213,84262912,16,1,True,haystack
0.729,,validate,,38125568,17,1,True,
51,,convert,1374,82640896,17,1,True,crewai
50,,convert,1383,83722240,17,1,True,adk
43,,convert,1430,78315520,17,1,True,langgraph
43,,convert,810,82100224,17,1,True,openai-agents
48,,convert,2964,84443136,17,1,True,microsoft-agent-framework
53,,convert,2318,83361792,17,1,True,strands
42,,convert,796,83001344,17,1,True,pydantic-ai
46,,convert,1418,84082688,17,1,True,autogen
50,,convert,1348,84254720,17,1,True,semantic-kernel
47,,convert,1213,82821120,17,1,True,haystack
0.628,,validate,,38125568,18,1,True,
47,,convert,1374,83361792,18,1,True,crewai
50,,convert,1383,84262912,18,1,True,adk
47,,convert,1430,84082688,18,1,True,langgraph
41,,convert,810,83722240,18,1,True,openai-agents
47,,convert,2964,83902464,18,1,True,microsoft-agent-framework
47,,convert,2318,83353600,18,1,True,strands
47,,convert,796,83001344,18,1,True,pydantic-ai
48,,convert,1418,83722240,18,1,True,autogen
53,,convert,1348,83542016,18,1,True,semantic-kernel
47,,convert,1213,84082688,18,1,True,haystack
0.632,,validate,,38125568,19,1,True,
52,,convert,1374,81739776,19,1,True,crewai
42,,convert,1383,84262912,19,1,True,adk
44,,convert,1430,83542016,19,1,True,langgraph
46,,convert,810,83542016,19,1,True,openai-agents
47,,convert,2964,84262912,19,1,True,microsoft-agent-framework
53,,convert,2318,83361792,19,1,True,strands
50,,convert,796,83542016,19,1,True,pydantic-ai
42,,convert,1418,81379328,19,1,True,autogen
49,,convert,1348,83722240,19,1,True,semantic-kernel
45,,convert,1213,78163968,19,1,True,haystack
0.736,,validate,,38125568,20,1,True,
46,,convert,1374,82280448,20,1,True,crewai
43,,convert,1383,83001344,20,1,True,adk
56,,convert,1430,83181568,20,1,True,langgraph
48,,convert,810,84443136,20,1,True,openai-agents
49,,convert,2964,82280448,20,1,True,microsoft-agent-framework
56,,convert,2318,83742720,20,1,True,strands
50,,convert,796,83542016,20,1,True,pydantic-ai
49,,convert,1418,83542016,20,1,True,autogen
51,,convert,1348,83542016,20,1,True,semantic-kernel
39,,convert,1213,83181568,20,1,True,haystack
0.638,,validate,,38125568,21,1,True,
63,,convert,1374,82640896,21,1,True,crewai
44,,convert,1383,83542016,21,1,True,adk
40,,convert,1430,83902464,21,1,True,langgraph
44,,convert,810,83542016,21,1,True,openai-agents
45,,convert,2964,84262912,21,1,True,microsoft-agent-framework
51,,convert,2318,83001344,21,1,True,strands
44,,convert,796,83722240,21,1,True,pydantic-ai
50,,convert,1418,83722240,21,1,True,autogen
48,,convert,1348,83902464,21,1,True,semantic-kernel
50,,convert,1213,82460672,21,1,True,haystack
0.779,,validate,,38125568,22,1,True,
43,,convert,1374,82460672,22,1,True,crewai
47,,convert,1383,83722240,22,1,True,adk
48,,convert,1430,83542016,22,1,True,langgraph
47,,convert,810,84082688,22,1,True,openai-agents
51,,convert,2964,84262912,22,1,True,microsoft-agent-framework
47,,convert,2318,84443136,22,1,True,strands
49,,convert,796,83533824,22,1,True,pydantic-ai
42,,convert,1418,82460672,22,1,True,autogen
49,,convert,1348,84262912,22,1,True,semantic-kernel
54,,convert,1213,83001344,22,1,True,haystack
0.626,,validate,,37945344,23,1,True,
50,,convert,1374,84082688,23,1,True,crewai
54,,convert,1383,84443136,23,1,True,adk
51,,convert,1430,83542016,23,1,True,langgraph
53,,convert,810,83542016,23,1,True,openai-agents
47,,convert,2964,84623360,23,1,True,microsoft-agent-framework
52,,convert,2318,83722240,23,1,True,strands
52,,convert,796,84443136,23,1,True,pydantic-ai
52,,convert,1418,83722240,23,1,True,autogen
43,,convert,1348,84443136,23,1,True,semantic-kernel
39,,convert,1213,83542016,23,1,True,haystack
0.626,,validate,,38125568,24,1,True,
47,,convert,1374,83542016,24,1,True,crewai
54,,convert,1383,84443136,24,1,True,adk
48,,convert,1430,83542016,24,1,True,langgraph
46,,convert,810,83361792,24,1,True,openai-agents
48,,convert,2964,83001344,24,1,True,microsoft-agent-framework
43,,convert,2318,78036992,24,1,True,strands
45,,convert,796,83181568,24,1,True,pydantic-ai
39,,convert,1418,83542016,24,1,True,autogen
55,,convert,1348,83361792,24,1,True,semantic-kernel
43,,convert,1213,82100224,24,1,True,haystack
0.612,,validate,,38125568,25,1,True,
59,,convert,1374,83902464,25,1,True,crewai
44,,convert,1383,83902464,25,1,True,adk
42,,convert,1430,77889536,25,1,True,langgraph
52,,convert,810,82280448,25,1,True,openai-agents
49,,convert,2964,84443136,25,1,True,microsoft-agent-framework
52,,convert,2318,84803584,25,1,True,strands
48,,convert,796,84443136,25,1,True,pydantic-ai
47,,convert,1418,82452480,25,1,True,autogen
46,,convert,1348,82640896,25,1,True,semantic-kernel
49,,convert,1213,83722240,25,1,True,haystack
0.635,,validate,,38305792,26,1,True,
48,,convert,1374,84082688,26,1,True,crewai
48,,convert,1383,83902464,26,1,True,adk
48,,convert,1430,83722240,26,1,True,langgraph
49,,convert,810,84443136,26,1,True,openai-agents
49,,convert,2964,84262912,26,1,True,microsoft-agent-framework
48,,convert,2318,82640896,26,1,True,strands
45,,convert,796,84623360,26,1,True,pydantic-ai
49,,convert,1418,83722240,26,1,True,autogen
59,,convert,1348,83542016,26,1,True,semantic-kernel
44,,convert,1213,83902464,26,1,True,haystack
0.878,,validate,,38305792,27,1,True,
53,,convert,1374,81018880,27,1,True,crewai
41,,convert,1383,84623360,27,1,True,adk
53,,convert,1430,84623360,27,1,True,langgraph
48,,convert,810,84082688,27,1,True,openai-agents
45,,convert,2964,84443136,27,1,True,microsoft-agent-framework
52,,convert,2318,79757312,27,1,True,strands
49,,convert,796,83902464,27,1,True,pydantic-ai
48,,convert,1418,84623360,27,1,True,autogen
50,,convert,1348,83902464,27,1,True,semantic-kernel
47,,convert,1213,83181568,27,1,True,haystack
0.633,,validate,,38305792,28,1,True,
45,,convert,1374,83722240,28,1,True,crewai
51,,convert,1383,83902464,28,1,True,adk
46,,convert,1430,78032896,28,1,True,langgraph
49,,convert,810,84803584,28,1,True,openai-agents
51,,convert,2964,83898368,28,1,True,microsoft-agent-framework
39,,convert,2318,78311424,28,1,True,strands
40,,convert,796,83902464,28,1,True,pydantic-ai
49,,convert,1418,84623360,28,1,True,autogen
45,,convert,1348,82116608,28,1,True,semantic-kernel
48,,convert,1213,81559552,28,1,True,haystack
0.625,,validate,,38305792,29,1,True,
46,,convert,1374,83902464,29,1,True,crewai
49,,convert,1383,83902464,29,1,True,adk
48,,convert,1430,81199104,29,1,True,langgraph
45,,convert,810,82460672,29,1,True,openai-agents
42,,convert,2964,83902464,29,1,True,microsoft-agent-framework
46,,convert,2318,84623360,29,1,True,strands
47,,convert,796,79757312,29,1,True,pydantic-ai
46,,convert,1418,83542016,29,1,True,autogen
47,,convert,1348,83722240,29,1,True,semantic-kernel
47,,convert,1213,84262912,29,1,True,haystack
0.662,,validate,,38125568,30,1,True,
46,,convert,1374,82640896,30,1,True,crewai
47,,convert,1383,80289792,30,1,True,adk
54,,convert,1430,83722240,30,1,True,langgraph
45,,convert,810,83361792,30,1,True,openai-agents
40,,convert,2964,83722240,30,1,True,microsoft-agent-framework
47,,convert,2318,83001344,30,1,True,strands
50,,convert,796,82640896,30,1,True,pydantic-ai
44,,convert,1418,84619264,30,1,True,autogen
48,,convert,1348,83902464,30,1,True,semantic-kernel
46,,convert,1213,84623360,30,1,True,haystack
1.201,,validate,,38305792,1,2,True,
47,,convert,2347,84082688,1,2,True,crewai
48,,convert,1673,83902464,1,2,True,adk
46,,convert,1979,83001344,1,2,True,langgraph
49,,convert,1211,84623360,1,2,True,openai-agents
49,,convert,3350,83722240,1,2,True,microsoft-agent-framework
49,,convert,2795,83722240,1,2,True,strands
51,,convert,1135,84082688,1,2,True,pydantic-ai
52,,convert,2061,83542016,1,2,True,autogen
43,,convert,1939,81379328,1,2,True,semantic-kernel
45,,convert,1711,83361792,1,2,True,haystack
1.294,,validate,,38305792,2,2,True,
41,,convert,2347,81920000,2,2,True,crewai
51,,convert,1673,84082688,2,2,True,adk
42,,convert,1979,80117760,2,2,True,langgraph
50,,convert,1211,82821120,2,2,True,openai-agents
46,,convert,3350,84258816,2,2,True,microsoft-agent-framework
47,,convert,2795,81559552,2,2,True,strands
40,,convert,1135,83542016,2,2,True,pydantic-ai
56,,convert,2061,83722240,2,2,True,autogen
42,,convert,1939,81739776,2,2,True,semantic-kernel
49,,convert,1711,83902464,2,2,True,haystack
1.155,,validate,,38305792,3,2,True,
49,,convert,2347,83902464,3,2,True,crewai
49,,convert,1673,83542016,3,2,True,adk
47,,convert,1979,84443136,3,2,True,langgraph
50,,convert,1211,84082688,3,2,True,openai-agents
44,,convert,3350,82640896,3,2,True,microsoft-agent-framework
43,,convert,2795,83902464,3,2,True,strands
40,,convert,1135,82821120,3,2,True,pydantic-ai
45,,convert,2061,83353600,3,2,True,autogen
48,,convert,1939,82821120,3,2,True,semantic-kernel
46,,convert,1711,83001344,3,2,True,haystack
1.128,,validate,,38305792,4,2,True,
45,,convert,2347,84623360,4,2,True,crewai
54,,convert,1673,83361792,4,2,True,adk
50,,convert,1979,83542016,4,2,True,langgraph
48,,convert,1211,83902464,4,2,True,openai-agents
51,,convert,3350,84017152,4,2,True,microsoft-agent-framework
48,,convert,2795,83902464,4,2,True,strands
61,,convert,1135,83542016,4,2,True,pydantic-ai
50,,convert,2061,83722240,4,2,True,autogen
43,,convert,1939,81739776,4,2,True,semantic-kernel
41,,convert,1711,83357696,4,2,True,haystack
0.952,,validate,,38305792,5,2,True,
46,,convert,2347,83722240,5,2,True,crewai
50,,convert,1673,84082688,5,2,True,adk
46,,convert,1979,83714048,5,2,True,langgraph
46,,convert,1211,84443136,5,2,True,openai-agents
50,,convert,3350,83181568,5,2,True,microsoft-agent-framework
40,,convert,2795,83722240,5,2,True,strands
62,,convert,1135,83181568,5,2,True,pydantic-ai
50,,convert,2061,83361792,5,2,True,autogen
42,,convert,1939,84623360,5,2,True,semantic-kernel
51,,convert,1711,82243584,5,2,True,haystack
1.005,,validate,,38305792,6,2,True,
47,,convert,2347,84082688,6,2,True,crewai
51,,convert,1673,84082688,6,2,True,adk
50,,convert,1979,84082688,6,2,True,langgraph
46,,convert,1211,84623360,6,2,True,openai-agents
47,,convert,3350,78016512,6,2,True,microsoft-agent-framework
50,,convert,2795,83902464,6,2,True,strands
53,,convert,1135,83722240,6,2,True,pydantic-ai
49,,convert,2061,83775488,6,2,True,autogen
44,,convert,1939,78295040,6,2,True,semantic-kernel
46,,convert,1711,81559552,6,2,True,haystack
0.942,,validate,,38305792,7,2,True,
47,,convert,2347,85164032,7,2,True,crewai
43,,convert,1673,84262912,7,2,True,adk
46,,convert,1979,77955072,7,2,True,langgraph
50,,convert,1211,84082688,7,2,True,openai-agents
45,,convert,3350,84623360,7,2,True,microsoft-agent-framework
48,,convert,2795,83902464,7,2,True,strands
57,,convert,1135,83722240,7,2,True,pydantic-ai
49,,convert,2061,83542016,7,2,True,autogen
49,,convert,1939,83722240,7,2,True,semantic-kernel
39,,convert,1711,83722240,7,2,True,haystack
0.941,,validate,,38305792,8,2,True,
48,,convert,2347,84623360,8,2,True,crewai
53,,convert,1673,83902464,8,2,True,adk
47,,convert,1979,83902464,8,2,True,langgraph
48,,convert,1211,83902464,8,2,True,openai-agents
46,,convert,3350,84803584,8,2,True,microsoft-agent-framework
48,,convert,2795,84443136,8,2,True,strands
51,,convert,1135,83902464,8,2,True,pydantic-ai
52,,convert,2061,83722240,8,2,True,autogen
44,,convert,1939,83722240,8,2,True,semantic-kernel
55,,convert,1711,83181568,8,2,True,haystack
1.318,,validate,,38305792,9,2,True,
48,,convert,2347,84443136,9,2,True,crewai
48,,convert,1673,84623360,9,2,True,adk
41,,convert,1979,83902464,9,2,True,langgraph
52,,convert,1211,83542016,9,2,True,openai-agents
44,,convert,3350,80109568,9,2,True,microsoft-agent-framework
47,,convert,2795,79757312,9,2,True,strands
48,,convert,1135,82821120,9,2,True,pydantic-ai
40,,convert,2061,84074496,9,2,True,autogen
45,,convert,1939,83722240,9,2,True,semantic-kernel
46,,convert,1711,84803584,9,2,True,haystack
1.319,,validate,,38305792,10,2,True,
47,,convert,2347,84082688,10,2,True,crewai
50,,convert,1673,84443136,10,2,True,adk
47,,convert,1979,83902464,10,2,True,langgraph
47,,convert,1211,81199104,10,2,True,openai-agents
42,,convert,3350,82100224,10,2,True,microsoft-agent-framework
43,,convert,2795,84082688,10,2,True,strands
42,,convert,1135,83722240,10,2,True,pydantic-ai
40,,convert,2061,83902464,10,2,True,autogen
45,,convert,1939,84258816,10,2,True,semantic-kernel
46,,convert,1711,84262912,10,2,True,haystack
0.948,,validate,,38305792,11,2,True,
39,,convert,2347,83722240,11,2,True,crewai
45,,convert,1673,84082688,11,2,True,adk
49,,convert,1979,83902464,11,2,True,langgraph
46,,convert,1211,83902464,11,2,True,openai-agents
50,,convert,3350,83542016,11,2,True,microsoft-agent-framework
48,,convert,2795,82378752,11,2,True,strands
52,,convert,1135,80478208,11,2,True,pydantic-ai
44,,convert,2061,84623360,11,2,True,autogen
46,,convert,1939,84443136,11,2,True,semantic-kernel
49,,convert,1711,84443136,11,2,True,haystack
1.023,,validate,,38305792,12,2,True,
47,,convert,2347,83902464,12,2,True,crewai
50,,convert,1673,82460672,12,2,True,adk
43,,convert,1979,82640896,12,2,True,langgraph
42,,convert,1211,78495744,12,2,True,openai-agents
44,,convert,3350,84262912,12,2,True,microsoft-agent-framework
55,,convert,2795,83722240,12,2,True,strands
53,,convert,1135,83902464,12,2,True,pydantic-ai
45,,convert,2061,82821120,12,2,True,autogen
49,,convert,1939,84443136,12,2,True,semantic-kernel
49,,convert,1711,84443136,12,2,True,haystack
0.955,,validate,,38486016,13,2,True,
45,,convert,2347,84262912,13,2,True,crewai
52,,convert,1673,84082688,13,2,True,adk
47,,convert,1979,83361792,13,2,True,langgraph
53,,convert,1211,83722240,13,2,True,openai-agents
47,,convert,3350,84803584,13,2,True,microsoft-agent-framework
49,,convert,2795,84262912,13,2,True,strands
47,,convert,1135,84803584,13,2,True,pydantic-ai
47,,convert,2061,84439040,13,2,True,autogen
51,,convert,1939,82280448,13,2,True,semantic-kernel
50,,convert,1711,84983808,13,2,True,haystack
1.193,,validate,,38486016,14,2,True,
52,,convert,2347,84983808,14,2,True,crewai
50,,convert,1673,84262912,14,2,True,adk
43,,convert,1979,83542016,14,2,True,langgraph
52,,convert,1211,84983808,14,2,True,openai-agents
45,,convert,3350,84623360,14,2,True,microsoft-agent-framework
52,,convert,2795,83001344,14,2,True,strands
51,,convert,1135,83001344,14,2,True,pydantic-ai
55,,convert,2061,84262912,14,2,True,autogen
46,,convert,1939,84262912,14,2,True,semantic-kernel
42,,convert,1711,83902464,14,2,True,haystack
0.968,,validate,,38486016,15,2,True,
48,,convert,2347,84262912,15,2,True,crewai
53,,convert,1673,85524480,15,2,True,adk
50,,convert,1979,84443136,15,2,True,langgraph
46,,convert,1211,84262912,15,2,True,openai-agents
40,,convert,3350,81379328,15,2,True,microsoft-agent-framework
56,,convert,2795,83902464,15,2,True,strands
48,,convert,1135,83902464,15,2,True,pydantic-ai
38,,convert,2061,83722240,15,2,True,autogen
49,,convert,1939,83361792,15,2,True,semantic-kernel
45,,convert,1711,85164032,15,2,True,haystack
0.932,,validate,,38486016,16,2,True,
46,,convert,2347,83722240,16,2,True,crewai
50,,convert,1673,83902464,16,2,True,adk
51,,convert,1979,84082688,16,2,True,langgraph
39,,convert,1211,83181568,16,2,True,openai-agents
43,,convert,3350,77234176,16,2,True,microsoft-agent-framework
41,,convert,2795,84082688,16,2,True,strands
39,,convert,1135,80490496,16,2,True,pydantic-ai
47,,convert,2061,84623360,16,2,True,autogen
49,,convert,1939,84443136,16,2,True,semantic-kernel
50,,convert,1711,84082688,16,2,True,haystack
1.067,,validate,,38486016,17,2,True,
43,,convert,2347,82640896,17,2,True,crewai
41,,convert,1673,83361792,17,2,True,adk
49,,convert,1979,83902464,17,2,True,langgraph
50,,convert,1211,83542016,17,2,True,openai-agents
52,,convert,3350,84512768,17,2,True,microsoft-agent-framework
40,,convert,2795,83722240,17,2,True,strands
49,,convert,1135,84803584,17,2,True,pydantic-ai
49,,convert,2061,84262912,17,2,True,autogen
50,,convert,1939,84443136,17,2,True,semantic-kernel
39,,convert,1711,79577088,17,2,True,haystack
1.161,,validate,,38486016,18,2,True,
46,,convert,2347,83542016,18,2,True,crewai
49,,convert,1673,84262912,18,2,True,adk
53,,convert,1979,84082688,18,2,True,langgraph
47,,convert,1211,84623360,18,2,True,openai-agents
46,,convert,3350,84443136,18,2,True,microsoft-agent-framework
40,,convert,2795,84262912,18,2,True,strands
48,,convert,1135,84803584,18,2,True,pydantic-ai
53,,convert,2061,82100224,18,2,True,autogen
40,,convert,1939,83542016,18,2,True,semantic-kernel
47,,convert,1711,85164032,18,2,True,haystack
0.975,,validate,,38666240,19,2,True,
48,,convert,2347,83902464,19,2,True,crewai
42,,convert,1673,84082688,19,2,True,adk
51,,convert,1979,83361792,19,2,True,langgraph
42,,convert,1211,84262912,19,2,True,openai-agents
46,,convert,3350,84443136,19,2,True,microsoft-agent-framework
50,,convert,2795,84262912,19,2,True,strands
48,,convert,1135,84443136,19,2,True,pydantic-ai
50,,convert,2061,84299776,19,2,True,autogen
46,,convert,1939,83722240,19,2,True,semantic-kernel
55,,convert,1711,84262912,19,2,True,haystack
1.135,,validate,,38666240,20,2,True,
40,,convert,2347,83722240,20,2,True,crewai
50,,convert,1673,84443136,20,2,True,adk
47,,convert,1979,83902464,20,2,True,langgraph
49,,convert,1211,84914176,20,2,True,openai-agents
47,,convert,3350,82157568,20,2,True,microsoft-agent-framework
44,,convert,2795,84623360,20,2,True,strands
50,,convert,1135,84623360,20,2,True,pydantic-ai
39,,convert,2061,84082688,20,2,True,autogen
42,,convert,1939,85164032,20,2,True,semantic-kernel
54,,convert,1711,82452480,20,2,True,haystack
0.948,,validate,,38666240,21,2,True,
41,,convert,2347,83902464,21,2,True,crewai
52,,convert,1673,84082688,21,2,True,adk
47,,convert,1979,84262912,21,2,True,langgraph
39,,convert,1211,84262912,21,2,True,openai-agents
51,,convert,3350,79937536,21,2,True,microsoft-agent-framework
50,,convert,2795,83902464,21,2,True,strands
41,,convert,1135,80531456,21,2,True,pydantic-ai
50,,convert,2061,84082688,21,2,True,autogen
50,,convert,1939,83902464,21,2,True,semantic-kernel
54,,convert,1711,84082688,21,2,True,haystack
0.959,,validate,,38486016,22,2,True,
49,,convert,2347,84262912,22,2,True,crewai
53,,convert,1673,84082688,22,2,True,adk
46,,convert,1979,84262912,22,2,True,langgraph
42,,convert,1211,82280448,22,2,True,openai-agents
51,,convert,3350,84082688,22,2,True,microsoft-agent-framework
41,,convert,2795,84443136,22,2,True,strands
40,,convert,1135,84082688,22,2,True,pydantic-ai
48,,convert,2061,84615168,22,2,True,autogen
43,,convert,1939,82202624,22,2,True,semantic-kernel
51,,convert,1711,84623360,22,2,True,haystack
1.376,,validate,,38486016,23,2,True,
58,,convert,2347,83902464,23,2,True,crewai
56,,convert,1673,83542016,23,2,True,adk
47,,convert,1979,84443136,23,2,True,langgraph
40,,convert,1211,78372864,23,2,True,openai-agents
45,,convert,3350,82460672,23,2,True,microsoft-agent-framework
45,,convert,2795,84803584,23,2,True,strands
