connector_version,consumed_property_count,conversion_success,diagnostics,duration_ms,error,mapping_counts,non_exact_mapping_without_notes,oracle_match,output_bytes,patterns,property_count,python_parse_success,scenario,source_agents,source_hash,source_modules,source_nodes,target,tier
0.1.0,16,True,[],44,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 6, ""exact"": 5}",5,True,10004,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation"", ""product""]",17,True,product-launch-14,14,dabb5fbbb8d23e0d91804c04351b2d9b1e088ddaad5fa9abc9a0e1c7e27201d4,2,8,microsoft-agent-framework,complex
0.1.0,16,True,[],49,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 6, ""exact"": 5}",5,True,12283,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation"", ""product""]",17,True,product-launch-14,14,dabb5fbbb8d23e0d91804c04351b2d9b1e088ddaad5fa9abc9a0e1c7e27201d4,2,8,strands,complex
0.1.0,16,True,[],46,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 7, ""exact"": 4}",5,True,8021,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation"", ""product""]",17,True,product-launch-14,14,dabb5fbbb8d23e0d91804c04351b2d9b1e088ddaad5fa9abc9a0e1c7e27201d4,2,8,pydantic-ai,complex
0.1.0,16,True,[],45,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 7, ""exact"": 4}",5,True,13025,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation"", ""product""]",17,True,product-launch-14,14,dabb5fbbb8d23e0d91804c04351b2d9b1e088ddaad5fa9abc9a0e1c7e27201d4,2,8,autogen,complex
0.1.0,16,True,[],49,,"{""adapted"": 4, ""dropped"": 1, ""equivalent"": 8, ""exact"": 4}",4,True,13085,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation"", ""product""]",17,True,product-launch-14,14,dabb5fbbb8d23e0d91804c04351b2d9b1e088ddaad5fa9abc9a0e1c7e27201d4,2,8,semantic-kernel,complex
0.1.0,16,True,[],49,,"{""adapted"": 5, ""equivalent"": 8, ""exact"": 3, ""unsupported"": 1}",6,True,10865,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation"", ""product""]",17,True,product-launch-14,14,dabb5fbbb8d23e0d91804c04351b2d9b1e088ddaad5fa9abc9a0e1c7e27201d4,2,8,haystack,complex
0.3.0,20,True,"[{""code"": ""CREWAI-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftLoop uses TurnCount as its hard limit; its natural-language stop condition remains metadata."", ""path"": ""DraftLoop"", ""severity"": ""warning""}]",41,,"{""adapted"": 8, ""equivalent"": 8, ""exact"": 4}",3,True,20777,"[""multi-agent"", ""parallel"", ""bounded-loop"", ""scientific-review""]",20,True,scientific-review-16,16,add35f7e7d9a614c8031c0840679e8e2be7961ed80c36e7abbfe1d7794eaa6b4,4,7,crewai,complex
0.3.0,19,True,[],45,,"{""adapted"": 10, ""equivalent"": 1, ""exact"": 8, ""unsupported"": 1}",6,True,10416,"[""multi-agent"", ""parallel"", ""bounded-loop"", ""scientific-review""]",20,True,scientific-review-16,16,add35f7e7d9a614c8031c0840679e8e2be7961ed80c36e7abbfe1d7794eaa6b4,4,7,adk,complex
0.1.0,20,True,"[{""code"": ""LANGGRAPH-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftLoop uses TurnCount as its hard limit; its natural-language stop condition is retained as metadata."", ""path"": ""DraftLoop"", ""severity"": ""warning""}]",48,,"{""adapted"": 5, ""equivalent"": 9, ""exact"": 6}",5,True,14213,"[""multi-agent"", ""parallel"", ""bounded-loop"", ""scientific-review""]",20,True,scientific-review-16,16,add35f7e7d9a614c8031c0840679e8e2be7961ed80c36e7abbfe1d7794eaa6b4,4,7,langgraph,complex
0.1.0,20,True,"[{""code"": ""OPENAI-AGENTS-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftLoop uses TurnCount as its hard limit."", ""path"": ""DraftLoop"", ""severity"": ""warning""}]",49,,"{""adapted"": 7, ""equivalent"": 9, ""exact"": 4}",7,True,10764,"[""multi-agent"", ""parallel"", ""bounded-loop"", ""scientific-review""]",20,True,scientific-review-16,16,add35f7e7d9a614c8031c0840679e8e2be7961ed80c36e7abbfe1d7794eaa6b4,4,7,openai-agents,complex
0.1.0,19,True,"[{""code"": ""MAF-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftLoop uses TurnCount as its hard limit."", ""path"": ""DraftLoop"", ""severity"": ""warning""}]",52,,"{""adapted"": 6, ""dropped"": 1, ""equivalent"": 8, ""exact"": 5}",6,True,11058,"[""multi-agent"", ""parallel"", ""bounded-loop"", ""scientific-review""]",20,True,scientific-review-16,16,add35f7e7d9a614c8031c0840679e8e2be7961ed80c36e7abbfe1d7794eaa6b4,4,7,microsoft-agent-framework,complex
0.1.0,19,True,"[{""code"": ""STRANDS-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftLoop uses TurnCount as its hard limit."", ""path"": ""DraftLoop"", ""severity"": ""warning""}]",40,,"{""adapted"": 6, ""dropped"": 1, ""equivalent"": 8, ""exact"": 5}",6,True,14049,"[""multi-agent"", ""parallel"", ""bounded-loop"", ""scientific-review""]",20,True,scientific-review-16,16,add35f7e7d9a614c8031c0840679e8e2be7961ed80c36e7abbfe1d7794eaa6b4,4,7,strands,complex
0.1.0,19,True,"[{""code"": ""PYDANTIC-AI-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftLoop uses TurnCount as its hard limit."", ""path"": ""DraftLoop"", ""severity"": ""warning""}]",40,,"{""adapted"": 6, ""dropped"": 1, ""equivalent"": 9, ""exact"": 4}",6,True,9507,"[""multi-agent"", ""parallel"", ""bounded-loop"", ""scientific-review""]",20,True,scientific-review-16,16,add35f7e7d9a614c8031c0840679e8e2be7961ed80c36e7abbfe1d7794eaa6b4,4,7,pydantic-ai,complex
0.1.0,19,True,"[{""code"": ""AUTOGEN-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftLoop maps TurnCount to AutoGen team turns; its natural-language stop condition remains metadata."", ""path"": ""DraftLoop"", ""severity"": ""warning""}]",46,,"{""adapted"": 6, ""dropped"": 1, ""equivalent"": 8, ""exact"": 5}",6,True,15131,"[""multi-agent"", ""parallel"", ""bounded-loop"", ""scientific-review""]",20,True,scientific-review-16,16,add35f7e7d9a614c8031c0840679e8e2be7961ed80c36e7abbfe1d7794eaa6b4,4,7,autogen,complex
0.1.0,19,True,"[{""code"": ""SEMANTIC-KERNEL-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftLoop uses TurnCount as its hard limit."", ""path"": ""DraftLoop"", ""severity"": ""warning""}]",48,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 10, ""exact"": 4}",5,True,15285,"[""multi-agent"", ""parallel"", ""bounded-loop"", ""scientific-review""]",20,True,scientific-review-16,16,add35f7e7d9a614c8031c0840679e8e2be7961ed80c36e7abbfe1d7794eaa6b4,4,7,semantic-kernel,complex
0.1.0,19,True,"[{""code"": ""HAYSTACK-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftLoop uses TurnCount as its hard limit; its natural-language stop condition remains metadata."", ""path"": ""DraftLoop"", ""severity"": ""warning""}]",50,,"{""adapted"": 6, ""equivalent"": 10, ""exact"": 3, ""unsupported"": 1}",7,True,12719,"[""multi-agent"", ""parallel"", ""bounded-loop"", ""scientific-review""]",20,True,scientific-review-16,16,add35f7e7d9a614c8031c0840679e8e2be7961ed80c36e7abbfe1d7794eaa6b4,4,7,haystack,complex
0.3.0,17,True,[],50,,"{""adapted"": 7, ""equivalent"": 6, ""exact"": 4}",2,True,22706,"[""multi-agent"", ""three-modules"", ""parallel"", ""aggregation"", ""delivery""]",17,True,software-delivery-18,18,f0999511fc07fce61085e9afa030586f0fee59803f9acd9babb2e764d62b7b8b,3,9,crewai,complex
0.3.0,17,True,[],56,,"{""adapted"": 10, ""exact"": 7}",6,True,11276,"[""multi-agent"", ""three-modules"", ""parallel"", ""aggregation"", ""delivery""]",17,True,software-delivery-18,18,f0999511fc07fce61085e9afa030586f0fee59803f9acd9babb2e764d62b7b8b,3,9,adk,complex
0.1.0,17,True,[],56,,"{""adapted"": 4, ""equivalent"": 7, ""exact"": 6}",4,True,15144,"[""multi-agent"", ""three-modules"", ""parallel"", ""aggregation"", ""delivery""]",17,True,software-delivery-18,18,f0999511fc07fce61085e9afa030586f0fee59803f9acd9babb2e764d62b7b8b,3,9,langgraph,complex
0.1.0,17,True,[],54,,"{""adapted"": 6, ""equivalent"": 7, ""exact"": 4}",6,True,11589,"[""multi-agent"", ""three-modules"", ""parallel"", ""aggregation"", ""delivery""]",17,True,software-delivery-18,18,f0999511fc07fce61085e9afa030586f0fee59803f9acd9babb2e764d62b7b8b,3,9,openai-agents,complex
0.1.0,16,True,[],48,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 6, ""exact"": 5}",5,True,12069,"[""multi-agent"", ""three-modules"", ""parallel"", ""aggregation"", ""delivery""]",17,True,software-delivery-18,18,f0999511fc07fce61085e9afa030586f0fee59803f9acd9babb2e764d62b7b8b,3,9,microsoft-agent-framework,complex
0.1.0,16,True,[],44,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 6, ""exact"": 5}",5,True,15550,"[""multi-agent"", ""three-modules"", ""parallel"", ""aggregation"", ""delivery""]",17,True,software-delivery-18,18,f0999511fc07fce61085e9afa030586f0fee59803f9acd9babb2e764d62b7b8b,3,9,strands,complex
0.1.0,16,True,[],53,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 7, ""exact"": 4}",5,True,10214,"[""multi-agent"", ""three-modules"", ""parallel"", ""aggregation"", ""delivery""]",17,True,software-delivery-18,18,f0999511fc07fce61085e9afa030586f0fee59803f9acd9babb2e764d62b7b8b,3,9,pydantic-ai,complex
0.1.0,16,True,[],43,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 7, ""exact"": 4}",5,True,16474,"[""multi-agent"", ""three-modules"", ""parallel"", ""aggregation"", ""delivery""]",17,True,software-delivery-18,18,f0999511fc07fce61085e9afa030586f0fee59803f9acd9babb2e764d62b7b8b,3,9,autogen,complex
0.1.0,16,True,[],47,,"{""adapted"": 4, ""dropped"": 1, ""equivalent"": 8, ""exact"": 4}",4,True,16592,"[""multi-agent"", ""three-modules"", ""parallel"", ""aggregation"", ""delivery""]",17,True,software-delivery-18,18,f0999511fc07fce61085e9afa030586f0fee59803f9acd9babb2e764d62b7b8b,3,9,semantic-kernel,complex
0.1.0,16,True,[],43,,"{""adapted"": 5, ""equivalent"": 8, ""exact"": 3, ""unsupported"": 1}",6,True,13738,"[""multi-agent"", ""three-modules"", ""parallel"", ""aggregation"", ""delivery""]",17,True,software-delivery-18,18,f0999511fc07fce61085e9afa030586f0fee59803f9acd9babb2e764d62b7b8b,3,9,haystack,complex
0.3.0,20,True,"[{""code"": ""CREWAI-LOOP-STOP-ADAPTED"", ""message"": ""Loop module ReviewLoop uses TurnCount as its hard limit; its natural-language stop condition remains metadata."", ""path"": ""ReviewLoop"", ""severity"": ""warning""}]",46,,"{""adapted"": 8, ""equivalent"": 8, ""exact"": 4}",3,True,25272,"[""multi-agent"", ""three-modules"", ""parallel"", ""bounded-loop"", ""enterprise""]",20,True,enterprise-analysis-20,20,9c779139b67c3711455c1420062e6a8f160cdda225695f41ec3ea7a6508845b2,4,8,crewai,complex
0.3.0,19,True,[],56,,"{""adapted"": 10, ""equivalent"": 1, ""exact"": 8, ""unsupported"": 1}",6,True,12353,"[""multi-agent"", ""three-modules"", ""parallel"", ""bounded-loop"", ""enterprise""]",20,True,enterprise-analysis-20,20,9c779139b67c3711455c1420062e6a8f160cdda225695f41ec3ea7a6508845b2,4,8,adk,complex
0.1.0,20,True,"[{""code"": ""LANGGRAPH-LOOP-STOP-ADAPTED"", ""message"": ""Loop module ReviewLoop uses TurnCount as its hard limit; its natural-language stop condition is retained as metadata."", ""path"": ""ReviewLoop"", ""severity"": ""warning""}]",48,,"{""adapted"": 5, ""equivalent"": 9, ""exact"": 6}",5,True,16799,"[""multi-agent"", ""three-modules"", ""parallel"", ""bounded-loop"", ""enterprise""]",20,True,enterprise-analysis-20,20,9c779139b67c3711455c1420062e6a8f160cdda225695f41ec3ea7a6508845b2,4,8,langgraph,complex
0.1.0,20,True,"[{""code"": ""OPENAI-AGENTS-LOOP-STOP-ADAPTED"", ""message"": ""Loop module ReviewLoop uses TurnCount as its hard limit."", ""path"": ""ReviewLoop"", ""severity"": ""warning""}]",46,,"{""adapted"": 7, ""equivalent"": 9, ""exact"": 4}",7,True,12903,"[""multi-agent"", ""three-modules"", ""parallel"", ""bounded-loop"", ""enterprise""]",20,True,enterprise-analysis-20,20,9c779139b67c3711455c1420062e6a8f160cdda225695f41ec3ea7a6508845b2,4,8,openai-agents,complex
0.1.0,19,True,"[{""code"": ""MAF-LOOP-STOP-ADAPTED"", ""message"": ""Loop module ReviewLoop uses TurnCount as its hard limit."", ""path"": ""ReviewLoop"", ""severity"": ""warning""}]",43,,"{""adapted"": 6, ""dropped"": 1, ""equivalent"": 8, ""exact"": 5}",6,True,12862,"[""multi-agent"", ""three-modules"", ""parallel"", ""bounded-loop"", ""enterprise""]",20,True,enterprise-analysis-20,20,9c779139b67c3711455c1420062e6a8f160cdda225695f41ec3ea7a6508845b2,4,8,microsoft-agent-framework,complex
0.1.0,19,True,"[{""code"": ""STRANDS-LOOP-STOP-ADAPTED"", ""message"": ""Loop module ReviewLoop uses TurnCount as its hard limit."", ""path"": ""ReviewLoop"", ""severity"": ""warning""}]",44,,"{""adapted"": 6, ""dropped"": 1, ""equivalent"": 8, ""exact"": 5}",6,True,17166,"[""multi-agent"", ""three-modules"", ""parallel"", ""bounded-loop"", ""enterprise""]",20,True,enterprise-analysis-20,20,9c779139b67c3711455c1420062e6a8f160cdda225695f41ec3ea7a6508845b2,4,8,strands,complex
0.1.0,19,True,"[{""code"": ""PYDANTIC-AI-LOOP-STOP-ADAPTED"", ""message"": ""Loop module ReviewLoop uses TurnCount as its hard limit."", ""path"": ""ReviewLoop"", ""severity"": ""warning""}]",47,,"{""adapted"": 6, ""dropped"": 1, ""equivalent"": 9, ""exact"": 4}",6,True,11398,"[""multi-agent"", ""three-modules"", ""parallel"", ""bounded-loop"", ""enterprise""]",20,True,enterprise-analysis-20,20,9c779139b67c3711455c1420062e6a8f160cdda225695f41ec3ea7a6508845b2,4,8,pydantic-ai,complex
0.1.0,19,True,"[{""code"": ""AUTOGEN-LOOP-STOP-ADAPTED"", ""message"": ""Loop module ReviewLoop maps TurnCount to AutoGen team turns; its natural-language stop condition remains metadata."", ""path"": ""ReviewLoop"", ""severity"": ""warning""}]",53,,"{""adapted"": 6, ""dropped"": 1, ""equivalent"": 8, ""exact"": 5}",6,True,18247,"[""multi-agent"", ""three-modules"", ""parallel"", ""bounded-loop"", ""enterprise""]",20,True,enterprise-analysis-20,20,9c779139b67c3711455c1420062e6a8f160cdda225695f41ec3ea7a6508845b2,4,8,autogen,complex
0.1.0,19,True,"[{""code"": ""SEMANTIC-KERNEL-LOOP-STOP-ADAPTED"", ""message"": ""Loop module ReviewLoop uses TurnCount as its hard limit."", ""path"": ""ReviewLoop"", ""severity"": ""warning""}]",53,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 10, ""exact"": 4}",5,True,18456,"[""multi-agent"", ""three-modules"", ""parallel"", ""bounded-loop"", ""enterprise""]",20,True,enterprise-analysis-20,20,9c779139b67c3711455c1420062e6a8f160cdda225695f41ec3ea7a6508845b2,4,8,semantic-kernel,complex
0.1.0,19,True,"[{""code"": ""HAYSTACK-LOOP-STOP-ADAPTED"", ""message"": ""Loop module ReviewLoop uses TurnCount as its hard limit; its natural-language stop condition remains metadata."", ""path"": ""ReviewLoop"", ""severity"": ""warning""}]",55,,"{""adapted"": 6, ""equivalent"": 10, ""exact"": 3, ""unsupported"": 1}",7,True,15298,"[""multi-agent"", ""three-modules"", ""parallel"", ""bounded-loop"", ""enterprise""]",20,True,enterprise-analysis-20,20,9c779139b67c3711455c1420062e6a8f160cdda225695f41ec3ea7a6508845b2,4,8,haystack,complex
