connector_version,consumed_property_count,conversion_success,diagnostics,duration_ms,error,mapping_counts,non_exact_mapping_without_notes,oracle_match,output_bytes,patterns,property_count,python_parse_success,scenario,source_agents,source_hash,source_modules,source_nodes,target,tier
0.1.0,14,True,[],48,,"{""adapted"": 4, ""dropped"": 1, ""equivalent"": 8, ""exact"": 2, ""unmapped"": 1}",4,True,3126,"[""module"", ""parallel"", ""aggregation""]",16,True,parallel-aggregator,3,19fad269c674761b13057694851d3e34027c6ef629cd89d4778ba8728fa6b0db,1,1,semantic-kernel,intermediate
0.1.0,14,True,[],52,,"{""adapted"": 5, ""equivalent"": 8, ""exact"": 1, ""unmapped"": 1, ""unsupported"": 1}",6,True,2724,"[""module"", ""parallel"", ""aggregation""]",16,True,parallel-aggregator,3,19fad269c674761b13057694851d3e34027c6ef629cd89d4778ba8728fa6b0db,1,1,haystack,intermediate
0.3.0,18,True,"[{""code"": ""CREWAI-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftReviewLoop uses TurnCount as its hard limit; its natural-language stop condition remains metadata."", ""path"": ""DraftReviewLoop"", ""severity"": ""warning""}]",50,,"{""adapted"": 8, ""equivalent"": 6, ""exact"": 4}",3,True,3887,"[""module"", ""bounded-loop"", ""module-to-agent"", ""memory""]",18,True,loop,3,3fae6caaa08c3d19fefbfdf13116534baca912bd2348ed6df4f5ea783b630f98,1,2,crewai,intermediate
0.3.0,17,True,[],46,,"{""adapted"": 10, ""equivalent"": 1, ""exact"": 6, ""unsupported"": 1}",6,True,2703,"[""module"", ""bounded-loop"", ""module-to-agent"", ""memory""]",18,True,loop,3,3fae6caaa08c3d19fefbfdf13116534baca912bd2348ed6df4f5ea783b630f98,1,2,adk,intermediate
0.1.0,18,True,"[{""code"": ""LANGGRAPH-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftReviewLoop uses TurnCount as its hard limit; its natural-language stop condition is retained as metadata."", ""path"": ""DraftReviewLoop"", ""severity"": ""warning""}]",39,,"{""adapted"": 5, ""equivalent"": 7, ""exact"": 6}",5,True,3323,"[""module"", ""bounded-loop"", ""module-to-agent"", ""memory""]",18,True,loop,3,3fae6caaa08c3d19fefbfdf13116534baca912bd2348ed6df4f5ea783b630f98,1,2,langgraph,intermediate
0.1.0,18,True,"[{""code"": ""OPENAI-AGENTS-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftReviewLoop uses TurnCount as its hard limit."", ""path"": ""DraftReviewLoop"", ""severity"": ""warning""}]",40,,"{""adapted"": 7, ""equivalent"": 7, ""exact"": 4}",7,True,2143,"[""module"", ""bounded-loop"", ""module-to-agent"", ""memory""]",18,True,loop,3,3fae6caaa08c3d19fefbfdf13116534baca912bd2348ed6df4f5ea783b630f98,1,2,openai-agents,intermediate
0.1.0,17,True,"[{""code"": ""MAF-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftReviewLoop uses TurnCount as its hard limit."", ""path"": ""DraftReviewLoop"", ""severity"": ""warning""}]",49,,"{""adapted"": 6, ""dropped"": 1, ""equivalent"": 6, ""exact"": 5}",6,True,4002,"[""module"", ""bounded-loop"", ""module-to-agent"", ""memory""]",18,True,loop,3,3fae6caaa08c3d19fefbfdf13116534baca912bd2348ed6df4f5ea783b630f98,1,2,microsoft-agent-framework,intermediate
0.1.0,17,True,"[{""code"": ""STRANDS-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftReviewLoop uses TurnCount as its hard limit."", ""path"": ""DraftReviewLoop"", ""severity"": ""warning""}]",47,,"{""adapted"": 6, ""dropped"": 1, ""equivalent"": 6, ""exact"": 5}",6,True,3591,"[""module"", ""bounded-loop"", ""module-to-agent"", ""memory""]",18,True,loop,3,3fae6caaa08c3d19fefbfdf13116534baca912bd2348ed6df4f5ea783b630f98,1,2,strands,intermediate
0.1.0,17,True,"[{""code"": ""PYDANTIC-AI-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftReviewLoop uses TurnCount as its hard limit."", ""path"": ""DraftReviewLoop"", ""severity"": ""warning""}]",43,,"{""adapted"": 6, ""dropped"": 1, ""equivalent"": 7, ""exact"": 4}",6,True,1978,"[""module"", ""bounded-loop"", ""module-to-agent"", ""memory""]",18,True,loop,3,3fae6caaa08c3d19fefbfdf13116534baca912bd2348ed6df4f5ea783b630f98,1,2,pydantic-ai,intermediate
0.1.0,17,True,"[{""code"": ""AUTOGEN-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftReviewLoop maps TurnCount to AutoGen team turns; its natural-language stop condition remains metadata."", ""path"": ""DraftReviewLoop"", ""severity"": ""warning""}]",44,,"{""adapted"": 6, ""dropped"": 1, ""equivalent"": 6, ""exact"": 5}",6,True,3166,"[""module"", ""bounded-loop"", ""module-to-agent"", ""memory""]",18,True,loop,3,3fae6caaa08c3d19fefbfdf13116534baca912bd2348ed6df4f5ea783b630f98,1,2,autogen,intermediate
0.1.0,17,True,"[{""code"": ""SEMANTIC-KERNEL-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftReviewLoop uses TurnCount as its hard limit."", ""path"": ""DraftReviewLoop"", ""severity"": ""warning""}]",47,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 8, ""exact"": 4}",5,True,3099,"[""module"", ""bounded-loop"", ""module-to-agent"", ""memory""]",18,True,loop,3,3fae6caaa08c3d19fefbfdf13116534baca912bd2348ed6df4f5ea783b630f98,1,2,semantic-kernel,intermediate
0.1.0,17,True,"[{""code"": ""HAYSTACK-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftReviewLoop uses TurnCount as its hard limit; its natural-language stop condition remains metadata."", ""path"": ""DraftReviewLoop"", ""severity"": ""warning""}]",47,,"{""adapted"": 6, ""equivalent"": 8, ""exact"": 3, ""unsupported"": 1}",7,True,2732,"[""module"", ""bounded-loop"", ""module-to-agent"", ""memory""]",18,True,loop,3,3fae6caaa08c3d19fefbfdf13116534baca912bd2348ed6df4f5ea783b630f98,1,2,haystack,intermediate
0.3.0,16,True,[],44,,"{""adapted"": 7, ""equivalent"": 5, ""exact"": 4}",2,True,4938,"[""multi-agent"", ""parallel"", ""agent-to-module-to-agent""]",16,True,mixed,4,35999678436bb7fcfb2c14d931d664bd5771c57ed0cc8d1d9aec396fa8e9d27b,1,3,crewai,intermediate
0.3.0,16,True,[],42,,"{""adapted"": 10, ""exact"": 6}",6,True,2779,"[""multi-agent"", ""parallel"", ""agent-to-module-to-agent""]",16,True,mixed,4,35999678436bb7fcfb2c14d931d664bd5771c57ed0cc8d1d9aec396fa8e9d27b,1,3,adk,intermediate
0.1.0,16,True,[],46,,"{""adapted"": 4, ""equivalent"": 6, ""exact"": 6}",4,True,3714,"[""multi-agent"", ""parallel"", ""agent-to-module-to-agent""]",16,True,mixed,4,35999678436bb7fcfb2c14d931d664bd5771c57ed0cc8d1d9aec396fa8e9d27b,1,3,langgraph,intermediate
0.1.0,16,True,[],50,,"{""adapted"": 6, ""equivalent"": 6, ""exact"": 4}",6,True,2573,"[""multi-agent"", ""parallel"", ""agent-to-module-to-agent""]",16,True,mixed,4,35999678436bb7fcfb2c14d931d664bd5771c57ed0cc8d1d9aec396fa8e9d27b,1,3,openai-agents,intermediate
0.1.0,15,True,[],44,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 5, ""exact"": 5}",5,True,4417,"[""multi-agent"", ""parallel"", ""agent-to-module-to-agent""]",16,True,mixed,4,35999678436bb7fcfb2c14d931d664bd5771c57ed0cc8d1d9aec396fa8e9d27b,1,3,microsoft-agent-framework,intermediate
0.1.0,15,True,[],48,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 5, ""exact"": 5}",5,True,4321,"[""multi-agent"", ""parallel"", ""agent-to-module-to-agent""]",16,True,mixed,4,35999678436bb7fcfb2c14d931d664bd5771c57ed0cc8d1d9aec396fa8e9d27b,1,3,strands,intermediate
0.1.0,15,True,[],39,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 6, ""exact"": 4}",5,True,2336,"[""multi-agent"", ""parallel"", ""agent-to-module-to-agent""]",16,True,mixed,4,35999678436bb7fcfb2c14d931d664bd5771c57ed0cc8d1d9aec396fa8e9d27b,1,3,pydantic-ai,intermediate
0.1.0,15,True,[],51,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 6, ""exact"": 4}",5,True,3907,"[""multi-agent"", ""parallel"", ""agent-to-module-to-agent""]",16,True,mixed,4,35999678436bb7fcfb2c14d931d664bd5771c57ed0cc8d1d9aec396fa8e9d27b,1,3,autogen,intermediate
0.1.0,15,True,[],41,,"{""adapted"": 4, ""dropped"": 1, ""equivalent"": 7, ""exact"": 4}",4,True,3779,"[""multi-agent"", ""parallel"", ""agent-to-module-to-agent""]",16,True,mixed,4,35999678436bb7fcfb2c14d931d664bd5771c57ed0cc8d1d9aec396fa8e9d27b,1,3,semantic-kernel,intermediate
0.1.0,15,True,[],47,,"{""adapted"": 5, ""equivalent"": 7, ""exact"": 3, ""unsupported"": 1}",6,True,3254,"[""multi-agent"", ""parallel"", ""agent-to-module-to-agent""]",16,True,mixed,4,35999678436bb7fcfb2c14d931d664bd5771c57ed0cc8d1d9aec396fa8e9d27b,1,3,haystack,intermediate
0.3.0,17,True,[],47,,"{""adapted"": 7, ""equivalent"": 6, ""exact"": 4}",2,True,10375,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation""]",17,True,two-stage-assessment,8,cac4ab4899d0d96a02576329aceee53681d170d3d0b24b6247b6921d66b904fd,2,4,crewai,intermediate
0.3.0,17,True,[],45,,"{""adapted"": 10, ""exact"": 7}",6,True,5371,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation""]",17,True,two-stage-assessment,8,cac4ab4899d0d96a02576329aceee53681d170d3d0b24b6247b6921d66b904fd,2,4,adk,intermediate
0.1.0,17,True,[],43,,"{""adapted"": 4, ""equivalent"": 7, ""exact"": 6}",4,True,7403,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation""]",17,True,two-stage-assessment,8,cac4ab4899d0d96a02576329aceee53681d170d3d0b24b6247b6921d66b904fd,2,4,langgraph,intermediate
0.1.0,17,True,[],38,,"{""adapted"": 6, ""equivalent"": 7, ""exact"": 4}",6,True,5497,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation""]",17,True,two-stage-assessment,8,cac4ab4899d0d96a02576329aceee53681d170d3d0b24b6247b6921d66b904fd,2,4,openai-agents,intermediate
0.1.0,16,True,[],43,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 6, ""exact"": 5}",5,True,6730,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation""]",17,True,two-stage-assessment,8,cac4ab4899d0d96a02576329aceee53681d170d3d0b24b6247b6921d66b904fd,2,4,microsoft-agent-framework,intermediate
0.1.0,16,True,[],46,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 6, ""exact"": 5}",5,True,7700,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation""]",17,True,two-stage-assessment,8,cac4ab4899d0d96a02576329aceee53681d170d3d0b24b6247b6921d66b904fd,2,4,strands,intermediate
0.1.0,16,True,[],46,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 7, ""exact"": 4}",5,True,4875,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation""]",17,True,two-stage-assessment,8,cac4ab4899d0d96a02576329aceee53681d170d3d0b24b6247b6921d66b904fd,2,4,pydantic-ai,intermediate
0.1.0,16,True,[],54,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 7, ""exact"": 4}",5,True,7835,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation""]",17,True,two-stage-assessment,8,cac4ab4899d0d96a02576329aceee53681d170d3d0b24b6247b6921d66b904fd,2,4,autogen,intermediate
0.1.0,16,True,[],41,,"{""adapted"": 4, ""dropped"": 1, ""equivalent"": 8, ""exact"": 4}",4,True,7831,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation""]",17,True,two-stage-assessment,8,cac4ab4899d0d96a02576329aceee53681d170d3d0b24b6247b6921d66b904fd,2,4,semantic-kernel,intermediate
0.1.0,16,True,[],41,,"{""adapted"": 5, ""equivalent"": 8, ""exact"": 3, ""unsupported"": 1}",6,True,6563,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation""]",17,True,two-stage-assessment,8,cac4ab4899d0d96a02576329aceee53681d170d3d0b24b6247b6921d66b904fd,2,4,haystack,intermediate
0.3.0,20,True,"[{""code"": ""CREWAI-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftLoop uses TurnCount as its hard limit; its natural-language stop condition remains metadata."", ""path"": ""DraftLoop"", ""severity"": ""warning""}]",40,,"{""adapted"": 8, ""equivalent"": 8, ""exact"": 4}",3,True,11255,"[""multi-agent"", ""bounded-loop"", ""parallel"", ""aggregation""]",20,True,loop-parallel-review,9,35d6d16e291117a7f6379ba13b4a218dedee3baca6389ab35c5062c0c9d96e11,2,6,crewai,intermediate
0.3.0,19,True,[],57,,"{""adapted"": 10, ""equivalent"": 1, ""exact"": 8, ""unsupported"": 1}",6,True,6084,"[""multi-agent"", ""bounded-loop"", ""parallel"", ""aggregation""]",20,True,loop-parallel-review,9,35d6d16e291117a7f6379ba13b4a218dedee3baca6389ab35c5062c0c9d96e11,2,6,adk,intermediate
0.1.0,20,True,"[{""code"": ""LANGGRAPH-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftLoop uses TurnCount as its hard limit; its natural-language stop condition is retained as metadata."", ""path"": ""DraftLoop"", ""severity"": ""warning""}]",50,,"{""adapted"": 5, ""equivalent"": 9, ""exact"": 6}",5,True,8180,"[""multi-agent"", ""bounded-loop"", ""parallel"", ""aggregation""]",20,True,loop-parallel-review,9,35d6d16e291117a7f6379ba13b4a218dedee3baca6389ab35c5062c0c9d96e11,2,6,langgraph,intermediate
0.1.0,20,True,"[{""code"": ""OPENAI-AGENTS-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftLoop uses TurnCount as its hard limit."", ""path"": ""DraftLoop"", ""severity"": ""warning""}]",50,,"{""adapted"": 7, ""equivalent"": 9, ""exact"": 4}",7,True,6026,"[""multi-agent"", ""bounded-loop"", ""parallel"", ""aggregation""]",20,True,loop-parallel-review,9,35d6d16e291117a7f6379ba13b4a218dedee3baca6389ab35c5062c0c9d96e11,2,6,openai-agents,intermediate
0.1.0,19,True,"[{""code"": ""MAF-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftLoop uses TurnCount as its hard limit."", ""path"": ""DraftLoop"", ""severity"": ""warning""}]",47,,"{""adapted"": 6, ""dropped"": 1, ""equivalent"": 8, ""exact"": 5}",6,True,7371,"[""multi-agent"", ""bounded-loop"", ""parallel"", ""aggregation""]",20,True,loop-parallel-review,9,35d6d16e291117a7f6379ba13b4a218dedee3baca6389ab35c5062c0c9d96e11,2,6,microsoft-agent-framework,intermediate
0.1.0,19,True,"[{""code"": ""STRANDS-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftLoop uses TurnCount as its hard limit."", ""path"": ""DraftLoop"", ""severity"": ""warning""}]",49,,"{""adapted"": 6, ""dropped"": 1, ""equivalent"": 8, ""exact"": 5}",6,True,7948,"[""multi-agent"", ""bounded-loop"", ""parallel"", ""aggregation""]",20,True,loop-parallel-review,9,35d6d16e291117a7f6379ba13b4a218dedee3baca6389ab35c5062c0c9d96e11,2,6,strands,intermediate
0.1.0,19,True,"[{""code"": ""PYDANTIC-AI-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftLoop uses TurnCount as its hard limit."", ""path"": ""DraftLoop"", ""severity"": ""warning""}]",41,,"{""adapted"": 6, ""dropped"": 1, ""equivalent"": 9, ""exact"": 4}",6,True,5408,"[""multi-agent"", ""bounded-loop"", ""parallel"", ""aggregation""]",20,True,loop-parallel-review,9,35d6d16e291117a7f6379ba13b4a218dedee3baca6389ab35c5062c0c9d96e11,2,6,pydantic-ai,intermediate
0.1.0,19,True,"[{""code"": ""AUTOGEN-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftLoop maps TurnCount to AutoGen team turns; its natural-language stop condition remains metadata."", ""path"": ""DraftLoop"", ""severity"": ""warning""}]",38,,"{""adapted"": 6, ""dropped"": 1, ""equivalent"": 8, ""exact"": 5}",6,True,8477,"[""multi-agent"", ""bounded-loop"", ""parallel"", ""aggregation""]",20,True,loop-parallel-review,9,35d6d16e291117a7f6379ba13b4a218dedee3baca6389ab35c5062c0c9d96e11,2,6,autogen,intermediate
0.1.0,19,True,"[{""code"": ""SEMANTIC-KERNEL-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftLoop uses TurnCount as its hard limit."", ""path"": ""DraftLoop"", ""severity"": ""warning""}]",45,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 10, ""exact"": 4}",5,True,8590,"[""multi-agent"", ""bounded-loop"", ""parallel"", ""aggregation""]",20,True,loop-parallel-review,9,35d6d16e291117a7f6379ba13b4a218dedee3baca6389ab35c5062c0c9d96e11,2,6,semantic-kernel,intermediate
0.1.0,19,True,"[{""code"": ""HAYSTACK-LOOP-STOP-ADAPTED"", ""message"": ""Loop module DraftLoop uses TurnCount as its hard limit; its natural-language stop condition remains metadata."", ""path"": ""DraftLoop"", ""severity"": ""warning""}]",42,,"{""adapted"": 6, ""equivalent"": 10, ""exact"": 3, ""unsupported"": 1}",7,True,7168,"[""multi-agent"", ""bounded-loop"", ""parallel"", ""aggregation""]",20,True,loop-parallel-review,9,35d6d16e291117a7f6379ba13b4a218dedee3baca6389ab35c5062c0c9d96e11,2,6,haystack,intermediate
0.3.0,17,True,[],48,,"{""adapted"": 7, ""equivalent"": 6, ""exact"": 4}",2,True,12683,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation"", ""incident-response""]",17,True,incident-response-10,10,7e7a55642ba167eea4075903dc0a915c133ef80001a088c9f799d2b00d8b54bc,2,5,crewai,complex
0.3.0,17,True,[],43,,"{""adapted"": 10, ""exact"": 7}",6,True,6761,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation"", ""incident-response""]",17,True,incident-response-10,10,7e7a55642ba167eea4075903dc0a915c133ef80001a088c9f799d2b00d8b54bc,2,5,adk,complex
0.1.0,17,True,[],46,,"{""adapted"": 4, ""equivalent"": 7, ""exact"": 6}",4,True,8835,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation"", ""incident-response""]",17,True,incident-response-10,10,7e7a55642ba167eea4075903dc0a915c133ef80001a088c9f799d2b00d8b54bc,2,5,langgraph,complex
0.1.0,17,True,[],46,,"{""adapted"": 6, ""equivalent"": 7, ""exact"": 4}",6,True,6573,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation"", ""incident-response""]",17,True,incident-response-10,10,7e7a55642ba167eea4075903dc0a915c133ef80001a088c9f799d2b00d8b54bc,2,5,openai-agents,complex
0.1.0,16,True,[],55,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 6, ""exact"": 5}",5,True,7700,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation"", ""incident-response""]",17,True,incident-response-10,10,7e7a55642ba167eea4075903dc0a915c133ef80001a088c9f799d2b00d8b54bc,2,5,microsoft-agent-framework,complex
0.1.0,16,True,[],48,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 6, ""exact"": 5}",5,True,9183,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation"", ""incident-response""]",17,True,incident-response-10,10,7e7a55642ba167eea4075903dc0a915c133ef80001a088c9f799d2b00d8b54bc,2,5,strands,complex
0.1.0,16,True,[],48,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 7, ""exact"": 4}",5,True,5811,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation"", ""incident-response""]",17,True,incident-response-10,10,7e7a55642ba167eea4075903dc0a915c133ef80001a088c9f799d2b00d8b54bc,2,5,pydantic-ai,complex
0.1.0,16,True,[],48,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 7, ""exact"": 4}",5,True,9414,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation"", ""incident-response""]",17,True,incident-response-10,10,7e7a55642ba167eea4075903dc0a915c133ef80001a088c9f799d2b00d8b54bc,2,5,autogen,complex
0.1.0,16,True,[],48,,"{""adapted"": 4, ""dropped"": 1, ""equivalent"": 8, ""exact"": 4}",4,True,9411,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation"", ""incident-response""]",17,True,incident-response-10,10,7e7a55642ba167eea4075903dc0a915c133ef80001a088c9f799d2b00d8b54bc,2,5,semantic-kernel,complex
0.1.0,16,True,[],50,,"{""adapted"": 5, ""equivalent"": 8, ""exact"": 3, ""unsupported"": 1}",6,True,7865,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation"", ""incident-response""]",17,True,incident-response-10,10,7e7a55642ba167eea4075903dc0a915c133ef80001a088c9f799d2b00d8b54bc,2,5,haystack,complex
0.3.0,20,True,"[{""code"": ""CREWAI-LOOP-STOP-ADAPTED"", ""message"": ""Loop module RemediationLoop uses TurnCount as its hard limit; its natural-language stop condition remains metadata."", ""path"": ""RemediationLoop"", ""severity"": ""warning""}]",49,,"{""adapted"": 8, ""equivalent"": 8, ""exact"": 4}",3,True,15234,"[""multi-agent"", ""parallel"", ""bounded-loop"", ""compliance""]",20,True,compliance-audit-12,12,16ede21290499cf424790eed51eeba4b2d4ab6bc5458f73f8ea51db3be9415f5,2,8,crewai,complex
0.3.0,19,True,[],53,,"{""adapted"": 10, ""equivalent"": 1, ""exact"": 8, ""unsupported"": 1}",6,True,7702,"[""multi-agent"", ""parallel"", ""bounded-loop"", ""compliance""]",20,True,compliance-audit-12,12,16ede21290499cf424790eed51eeba4b2d4ab6bc5458f73f8ea51db3be9415f5,2,8,adk,complex
0.1.0,20,True,"[{""code"": ""LANGGRAPH-LOOP-STOP-ADAPTED"", ""message"": ""Loop module RemediationLoop uses TurnCount as its hard limit; its natural-language stop condition is retained as metadata."", ""path"": ""RemediationLoop"", ""severity"": ""warning""}]",49,,"{""adapted"": 5, ""equivalent"": 9, ""exact"": 6}",5,True,10394,"[""multi-agent"", ""parallel"", ""bounded-loop"", ""compliance""]",20,True,compliance-audit-12,12,16ede21290499cf424790eed51eeba4b2d4ab6bc5458f73f8ea51db3be9415f5,2,8,langgraph,complex
0.1.0,20,True,"[{""code"": ""OPENAI-AGENTS-LOOP-STOP-ADAPTED"", ""message"": ""Loop module RemediationLoop uses TurnCount as its hard limit."", ""path"": ""RemediationLoop"", ""severity"": ""warning""}]",50,,"{""adapted"": 7, ""equivalent"": 9, ""exact"": 4}",7,True,7847,"[""multi-agent"", ""parallel"", ""bounded-loop"", ""compliance""]",20,True,compliance-audit-12,12,16ede21290499cf424790eed51eeba4b2d4ab6bc5458f73f8ea51db3be9415f5,2,8,openai-agents,complex
0.1.0,19,True,"[{""code"": ""MAF-LOOP-STOP-ADAPTED"", ""message"": ""Loop module RemediationLoop uses TurnCount as its hard limit."", ""path"": ""RemediationLoop"", ""severity"": ""warning""}]",50,,"{""adapted"": 6, ""dropped"": 1, ""equivalent"": 8, ""exact"": 5}",6,True,8995,"[""multi-agent"", ""parallel"", ""bounded-loop"", ""compliance""]",20,True,compliance-audit-12,12,16ede21290499cf424790eed51eeba4b2d4ab6bc5458f73f8ea51db3be9415f5,2,8,microsoft-agent-framework,complex
0.1.0,19,True,"[{""code"": ""STRANDS-LOOP-STOP-ADAPTED"", ""message"": ""Loop module RemediationLoop uses TurnCount as its hard limit."", ""path"": ""RemediationLoop"", ""severity"": ""warning""}]",47,,"{""adapted"": 6, ""dropped"": 1, ""equivalent"": 8, ""exact"": 5}",6,True,10269,"[""multi-agent"", ""parallel"", ""bounded-loop"", ""compliance""]",20,True,compliance-audit-12,12,16ede21290499cf424790eed51eeba4b2d4ab6bc5458f73f8ea51db3be9415f5,2,8,strands,complex
0.1.0,19,True,"[{""code"": ""PYDANTIC-AI-LOOP-STOP-ADAPTED"", ""message"": ""Loop module RemediationLoop uses TurnCount as its hard limit."", ""path"": ""RemediationLoop"", ""severity"": ""warning""}]",45,,"{""adapted"": 6, ""dropped"": 1, ""equivalent"": 9, ""exact"": 4}",6,True,6988,"[""multi-agent"", ""parallel"", ""bounded-loop"", ""compliance""]",20,True,compliance-audit-12,12,16ede21290499cf424790eed51eeba4b2d4ab6bc5458f73f8ea51db3be9415f5,2,8,pydantic-ai,complex
0.1.0,19,True,"[{""code"": ""AUTOGEN-LOOP-STOP-ADAPTED"", ""message"": ""Loop module RemediationLoop maps TurnCount to AutoGen team turns; its natural-language stop condition remains metadata."", ""path"": ""RemediationLoop"", ""severity"": ""warning""}]",58,,"{""adapted"": 6, ""dropped"": 1, ""equivalent"": 8, ""exact"": 5}",6,True,11193,"[""multi-agent"", ""parallel"", ""bounded-loop"", ""compliance""]",20,True,compliance-audit-12,12,16ede21290499cf424790eed51eeba4b2d4ab6bc5458f73f8ea51db3be9415f5,2,8,autogen,complex
0.1.0,19,True,"[{""code"": ""SEMANTIC-KERNEL-LOOP-STOP-ADAPTED"", ""message"": ""Loop module RemediationLoop uses TurnCount as its hard limit."", ""path"": ""RemediationLoop"", ""severity"": ""warning""}]",45,,"{""adapted"": 5, ""dropped"": 1, ""equivalent"": 10, ""exact"": 4}",5,True,11266,"[""multi-agent"", ""parallel"", ""bounded-loop"", ""compliance""]",20,True,compliance-audit-12,12,16ede21290499cf424790eed51eeba4b2d4ab6bc5458f73f8ea51db3be9415f5,2,8,semantic-kernel,complex
0.1.0,19,True,"[{""code"": ""HAYSTACK-LOOP-STOP-ADAPTED"", ""message"": ""Loop module RemediationLoop uses TurnCount as its hard limit; its natural-language stop condition remains metadata."", ""path"": ""RemediationLoop"", ""severity"": ""warning""}]",45,,"{""adapted"": 6, ""equivalent"": 10, ""exact"": 3, ""unsupported"": 1}",7,True,9398,"[""multi-agent"", ""parallel"", ""bounded-loop"", ""compliance""]",20,True,compliance-audit-12,12,16ede21290499cf424790eed51eeba4b2d4ab6bc5458f73f8ea51db3be9415f5,2,8,haystack,complex
0.3.0,17,True,[],51,,"{""adapted"": 7, ""equivalent"": 6, ""exact"": 4}",2,True,17869,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation"", ""product""]",17,True,product-launch-14,14,dabb5fbbb8d23e0d91804c04351b2d9b1e088ddaad5fa9abc9a0e1c7e27201d4,2,8,crewai,complex
0.3.0,17,True,[],55,,"{""adapted"": 10, ""exact"": 7}",6,True,8367,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation"", ""product""]",17,True,product-launch-14,14,dabb5fbbb8d23e0d91804c04351b2d9b1e088ddaad5fa9abc9a0e1c7e27201d4,2,8,adk,complex
0.1.0,17,True,[],48,,"{""adapted"": 4, ""equivalent"": 7, ""exact"": 6}",4,True,11772,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation"", ""product""]",17,True,product-launch-14,14,dabb5fbbb8d23e0d91804c04351b2d9b1e088ddaad5fa9abc9a0e1c7e27201d4,2,8,langgraph,complex
0.1.0,17,True,[],43,,"{""adapted"": 6, ""equivalent"": 7, ""exact"": 4}",6,True,9083,"[""multi-agent"", ""two-modules"", ""parallel"", ""aggregation"", ""product""]",17,True,product-launch-14,14,dabb5fbbb8d23e0d91804c04351b2d9b1e088ddaad5fa9abc9a0e1c7e27201d4,2,8,openai-agents,complex
